ID,name,actual_price,category,Date,Sales,Category_Section,Units_Sold,Total_Price
12987,Cookbook,1199.0,Books,2021-07-31,1366.842741,Reading Corner,16,19184
12988,Headphones,1199.0,Electronics,2021-08-01,584.596423,Tech Zone,15,17985
12989,Mirror,1399.0,Home Goods,2021-08-02,1762.509339,Housewares,9,12591
12990,History Book,1399.0,Books,2021-08-03,106.7819521,Reading Corner,4,5596
12991,T-shirt,999.0,Clothing,2021-08-04,532.6341406,Apparel Section,1,999
12992,History Book,999.0,Books,2021-08-05,588.8226772,Reading Corner,2,1998
12993,Computer,1199.0,Electronics,2021-08-06,1141.543758,Tech Zone,11,13189
12994,Sweater,999.0,Clothing,2021-08-07,1679.146169,Apparel Section,19,18981
12995,Cookbook,1199.0,Books,2021-08-08,759.3096414,Reading Corner,18,21582
12996,Jeans,1299.0,Clothing,2021-08-09,176.5832339,Apparel Section,18,23382
12997,Novel,1199.0,Books,2021-08-10,1654.743573,Reading Corner,3,3597
12998,Headphones,1199.0,Electronics,2021-08-11,108.6404142,Tech Zone,16,19184
12999,Computer,1199.0,Electronics,2021-08-12,298.3031698,Tech Zone,6,7194
13000,Camera,1199.0,Electronics,2021-08-13,1638.484718,Tech Zone,17,20383
13001,Cushion,1199.0,Home Goods,2021-08-14,835.8461299,Housewares,18,21582
13002,Headphones,1199.0,Electronics,2021-08-15,152.1539817,Tech Zone,9,10791
13003,Computer,1199.0,Electronics,2021-08-16,644.0273936,Tech Zone,17,20383
13004,Desk Lamp,1399.0,Home Goods,2021-08-17,754.9994086,Housewares,18,25182
13005,Desk Lamp,1199.0,Home Goods,2021-08-18,335.7919956,Housewares,1,1199
13006,T-shirt,1199.0,Clothing,2021-08-19,1695.212555,Apparel Section,9,10791
13007,Mirror,1299.0,Home Goods,2021-08-20,1235.823334,Housewares,11,14289
13008,T-shirt,1199.0,Clothing,2021-08-21,1685.635447,Apparel Section,7,8393
13009,Novel,1199.0,Books,2021-08-22,1129.999834,Reading Corner,17,20383
13010,T-shirt,1199.0,Clothing,2021-08-23,1296.947859,Apparel Section,12,14388
13011,Novel,1199.0,Books,2021-08-24,790.3122795,Reading Corner,5,5995
13012,Mirror,1399.0,Home Goods,2021-08-25,786.8317791,Housewares,9,12591
13013,Camera,1299.0,Electronics,2021-08-26,688.2264646,Tech Zone,15,19485
13014,Mirror,1199.0,Home Goods,2021-08-27,470.0117585,Housewares,5,5995
13015,Headphones,1399.0,Electronics,2021-08-28,1642.407322,Tech Zone,13,18187
13016,Computer,1299.0,Electronics,2021-08-29,1473.24409,Tech Zone,6,7794
13017,Desk Lamp,1299.0,Home Goods,2021-08-30,899.0622174,Housewares,2,2598
13018,Science Textbook,1199.0,Books,2021-08-31,932.2761299,Reading Corner,17,20383
13019,Desk Lamp,1199.0,Home Goods,2021-09-01,1537.940055,Housewares,11,13189
13020,Jeans,1199.0,Clothing,2021-09-02,1243.41382,Apparel Section,14,16786
13021,Jeans,1399.0,Clothing,2021-09-03,978.4327037,Apparel Section,2,2798
13022,Cookbook,1199.0,Books,2021-09-04,1569.230001,Reading Corner,13,15587
13023,Headphones,999.0,Electronics,2021-09-05,1397.259081,Tech Zone,1,999
13024,Desk Lamp,1199.0,Home Goods,2021-09-06,563.5180772,Housewares,10,11990
13025,Computer,1199.0,Electronics,2021-09-07,602.1077513,Tech Zone,6,7194
13026,T-shirt,1199.0,Clothing,2021-09-08,698.9785125,Apparel Section,6,7194
13027,Computer,1399.0,Electronics,2021-09-09,885.6630819,Tech Zone,11,15389
13028,Dress,1199.0,Clothing,2021-09-10,373.457216,Apparel Section,12,14388
13029,T-shirt,1199.0,Clothing,2021-09-11,698.5304866,Apparel Section,2,2398
13030,Science Textbook,1199.0,Books,2021-09-12,900.5646247,Reading Corner,18,21582
13031,Jeans,1199.0,Clothing,2021-09-13,529.4751972,Apparel Section,17,20383
13032,Novel,1199.0,Books,2021-09-14,1416.118795,Reading Corner,8,9592
13033,Smartphone,1199.0,Electronics,2021-09-15,1125.954999,Tech Zone,19,22781
13034,T-shirt,1299.0,Clothing,2021-09-16,1026.88385,Apparel Section,3,3897
13035,Novel,1299.0,Books,2021-09-17,97.35639587,Reading Corner,18,23382
13036,Desk Lamp,1199.0,Home Goods,2021-09-18,885.7073367,Housewares,18,21582
13037,Dress,999.0,Clothing,2021-09-19,607.0878032,Apparel Section,6,5994
13038,Dress,1249.0,Clothing,2021-09-20,1423.293662,Apparel Section,15,18735
13039,Cushion,1299.0,Home Goods,2021-09-21,860.761522,Housewares,10,12990
13040,T-shirt,1299.0,Clothing,2021-09-22,111.8898185,Apparel Section,10,12990
13041,Headphones,1399.0,Electronics,2021-09-23,534.6967869,Tech Zone,7,9793
13042,T-shirt,999.0,Clothing,2021-09-24,1363.037378,Apparel Section,7,6993
13043,History Book,1299.0,Books,2021-09-25,801.8305728,Reading Corner,10,12990
13044,Camera,1199.0,Electronics,2021-09-26,518.9987197,Tech Zone,4,4796
13045,History Book,1299.0,Books,2021-09-27,1659.645353,Reading Corner,15,19485
13046,Computer,3699.0,Electronics,2021-09-28,1484.992376,Tech Zone,11,40689
13047,Science Textbook,1199.0,Books,2021-09-29,1488.571473,Reading Corner,19,22781
13048,Sweater,1199.0,Clothing,2021-09-30,386.1861404,Apparel Section,15,17985
13049,History Book,1299.0,Books,2021-10-01,1637.189401,Reading Corner,8,10392
13050,Cookbook,1299.0,Books,2021-10-02,346.8160049,Reading Corner,19,24681
13051,Camera,1199.0,Electronics,2021-10-03,108.6378886,Tech Zone,13,15587
13052,Cookbook,1199.0,Books,2021-10-04,1648.321002,Reading Corner,11,13189
13053,Blanket,1199.0,Home Goods,2021-10-05,811.9797786,Housewares,10,11990
13054,Computer,1199.0,Electronics,2021-10-06,429.3021318,Tech Zone,1,1199
13055,Headphones,1199.0,Electronics,2021-10-07,1462.577929,Tech Zone,19,22781
13056,Mirror,1299.0,Home Goods,2021-10-08,189.0426157,Housewares,10,12990
13057,Cushion,1399.0,Home Goods,2021-10-09,1550.299234,Housewares,16,22384
13058,History Book,1199.0,Books,2021-10-10,453.8361081,Reading Corner,14,16786
13059,Novel,999.0,Books,2021-10-11,1578.349755,Reading Corner,11,10989
13060,Cookbook,1399.0,Books,2021-10-12,1550.994104,Reading Corner,6,8394
13061,Smartphone,3699.0,Electronics,2021-10-13,791.9561798,Tech Zone,12,44388
13062,Novel,799.0,Books,2021-10-14,797.8280236,Reading Corner,2,1598
13063,Computer,1399.0,Electronics,2021-10-15,296.7467579,Tech Zone,10,13990
13064,Camera,,Electronics,2021-10-16,1740.619347,Tech Zone,4,4
13065,Smartphone,1299.0,Electronics,2021-10-17,198.8482664,Tech Zone,6,7794
13066,Desk Lamp,1399.0,Home Goods,2021-10-18,709.5127745,Housewares,4,5596
13067,Novel,,Books,2021-10-19,821.2288031,Reading Corner,4,4
13068,Blanket,1399.0,Home Goods,2021-10-20,1669.381901,Housewares,11,15389
13069,Science Textbook,1199.0,Books,2021-10-21,1318.075282,Reading Corner,10,11990
13070,Computer,,Electronics,2021-10-22,100.608516,Tech Zone,16,16
13071,Dress,1299.0,Clothing,2021-10-23,209.3944471,Apparel Section,9,11691
13072,Mirror,3399.0,Home Goods,2021-10-24,1620.490973,Housewares,5,16995
13073,Headphones,999.0,Electronics,2021-10-25,700.2593624,Tech Zone,4,3996
13074,Headphones,3399.0,Electronics,2021-10-26,1526.995165,Tech Zone,5,16995
13075,Smartphone,999.0,Electronics,2021-10-27,1337.461207,Tech Zone,12,11988
13076,Cookbook,1299.0,Books,2021-10-28,1508.815597,Reading Corner,6,7794
13077,Desk Lamp,999.0,Home Goods,2021-10-29,1125.47398,Housewares,7,6993
13078,Cookbook,,Books,2021-10-30,1111.098923,Reading Corner,18,18
13079,Sweater,1299.0,Clothing,2021-10-31,914.1092046,Apparel Section,9,11691
13080,Jeans,1399.0,Clothing,2021-11-01,1842.049611,Apparel Section,3,4197
13081,Desk Lamp,999.0,Home Goods,2021-11-02,702.4274305,Housewares,11,10989
13082,Jeans,,Clothing,2021-11-03,1028.442851,Apparel Section,2,2
13083,Novel,1499.0,Books,2021-11-04,548.3647966,Reading Corner,19,28481
13084,Blanket,1199.0,Home Goods,2021-11-05,155.2036525,Housewares,6,7194
13085,Jeans,1499.0,Clothing,2021-11-06,1216.758916,Apparel Section,18,26982
13086,Mirror,799.0,Home Goods,2021-11-07,819.3326336,Housewares,13,10387
13087,Desk Lamp,799.0,Home Goods,2021-11-08,235.6495217,Housewares,12,9588
13088,Cookbook,799.0,Books,2021-11-09,1147.629825,Reading Corner,5,3995
13089,Novel,1499.0,Books,2021-11-10,372.1404784,Reading Corner,17,25483
13090,Cookbook,1499.0,Books,2021-11-11,124.9935637,Reading Corner,7,10493
13091,T-shirt,1499.0,Clothing,2021-11-12,1609.571376,Apparel Section,7,10493
13092,Smartphone,1499.0,Electronics,2021-11-13,295.321748,Tech Zone,12,17988
13093,Dress,1499.0,Clothing,2021-11-14,127.3473934,Apparel Section,7,10493
13094,Headphones,799.0,Electronics,2021-11-15,964.6912176,Tech Zone,15,11985
13095,Computer,799.0,Electronics,2021-11-16,1128.801494,Tech Zone,2,1598
13096,Smartphone,1499.0,Electronics,2021-11-17,1619.955988,Tech Zone,8,11992
13097,Sweater,799.0,Clothing,2021-11-18,320.2739199,Apparel Section,19,15181
13098,Blanket,799.0,Home Goods,2021-11-19,579.7428336,Housewares,10,7990
13099,Cushion,1499.0,Home Goods,2021-11-20,438.6648375,Housewares,14,20986
13100,Desk Lamp,1499.0,Home Goods,2021-11-21,506.8568105,Housewares,19,28481
13101,Desk Lamp,1499.0,Home Goods,2021-11-22,84.53545281,Housewares,17,25483
13102,Headphones,1499.0,Electronics,2021-11-23,1406.542537,Tech Zone,2,2998
13103,Novel,1499.0,Books,2021-11-24,107.0947937,Reading Corner,18,26982
13104,Computer,1499.0,Electronics,2021-11-25,1002.679767,Tech Zone,14,20986
13105,Blanket,1499.0,Home Goods,2021-11-26,385.2209541,Housewares,3,4497
13106,Science Textbook,1499.0,Books,2021-11-27,707.8969385,Reading Corner,10,14990
13107,Desk Lamp,1499.0,Home Goods,2021-11-28,503.2263912,Housewares,11,16489
13108,Science Textbook,1499.0,Books,2021-11-29,330.7943,Reading Corner,2,2998
13109,Computer,1199.0,Electronics,2021-11-30,357.2111126,Tech Zone,16,19184
13110,Computer,3399.0,Electronics,2021-12-01,480.6709351,Tech Zone,11,37389
13111,Science Textbook,1399.0,Books,2021-12-02,784.7098001,Reading Corner,6,8394
13112,History Book,1199.0,Books,2021-12-03,1786.035747,Reading Corner,3,3597
13113,Jeans,999.0,Clothing,2021-12-04,562.4267819,Apparel Section,8,7992
13114,Jeans,,Clothing,2021-12-05,910.7123723,Apparel Section,5,5
13115,Novel,1249.0,Books,2021-12-06,413.710844,Reading Corner,16,19984
13116,Blanket,,Home Goods,2021-12-07,870.1236672,Housewares,18,18
13117,Blanket,1249.0,Home Goods,2021-12-08,1471.802136,Housewares,7,8743
13118,Cookbook,1299.0,Books,2021-12-09,475.7751505,Reading Corner,1,1299
13119,T-shirt,,Clothing,2021-12-10,989.9994161,Apparel Section,17,17
13120,Smartphone,799.0,Electronics,2021-12-11,684.6670173,Tech Zone,5,3995
13121,Smartphone,3599.0,Electronics,2021-12-12,676.6198368,Tech Zone,16,57584
13122,Jeans,3599.0,Clothing,2021-12-13,995.8954239,Apparel Section,14,50386
13123,Novel,3599.0,Books,2021-12-14,815.8292941,Reading Corner,12,43188
13124,Sweater,1399.0,Clothing,2021-12-15,1598.166523,Apparel Section,16,22384
13125,Desk Lamp,999.0,Home Goods,2021-12-16,267.3638361,Housewares,11,10989
13126,Desk Lamp,999.0,Home Goods,2021-12-17,681.2423819,Housewares,18,17982
13127,Sweater,999.0,Clothing,2021-12-18,608.0372352,Apparel Section,13,12987
13128,Dress,1049.0,Clothing,2021-12-19,1307.250532,Apparel Section,4,4196
13129,Smartphone,1399.0,Electronics,2021-12-20,1742.055335,Tech Zone,11,15389
13130,History Book,799.0,Books,2021-12-21,173.721462,Reading Corner,10,7990
13131,T-shirt,1299.0,Clothing,2021-12-22,1365.82426,Apparel Section,4,5196
13132,Cushion,1199.0,Home Goods,2021-12-23,899.6070551,Housewares,5,5995
13133,Blanket,1299.0,Home Goods,2021-12-24,717.3898136,Housewares,13,16887
13134,Cookbook,1399.0,Books,2021-12-25,1491.406632,Reading Corner,15,20985
13135,Novel,1199.0,Books,2021-12-26,496.2579251,Reading Corner,11,13189
13136,Novel,1199.0,Books,2021-12-27,138.0137754,Reading Corner,18,21582
13137,Smartphone,1299.0,Electronics,2021-12-28,1126.305258,Tech Zone,6,7794
13138,Jeans,1299.0,Clothing,2021-12-29,829.7619218,Apparel Section,9,11691
13139,Novel,1199.0,Books,2021-12-30,394.7982192,Reading Corner,17,20383
13140,Mirror,,Home Goods,2021-12-31,1501.778192,Housewares,15,15
13141,Camera,1249.0,Electronics,2021-01-01,1438.716608,Tech Zone,5,6245
13142,Computer,1249.0,Electronics,2021-01-02,686.5842752,Tech Zone,5,6245
13143,Mirror,1399.0,Home Goods,2021-01-03,274.2517198,Housewares,5,6995
13144,Jeans,1399.0,Clothing,2021-01-04,124.4908474,Apparel Section,8,11192
13145,Cushion,999.0,Home Goods,2021-01-05,389.3749432,Housewares,9,8991
13146,T-shirt,1399.0,Clothing,2021-01-06,125.1251955,Apparel Section,13,18187
13147,Mirror,,Home Goods,2021-01-07,1353.187463,Housewares,14,14
13148,Smartphone,999.0,Electronics,2021-01-08,1509.067552,Tech Zone,1,999
13149,Dress,999.0,Clothing,2021-01-09,603.6394588,Apparel Section,7,6993
13150,T-shirt,999.0,Clothing,2021-01-10,188.4385224,Apparel Section,15,14985
13151,Cookbook,999.0,Books,2021-01-11,1580.368506,Reading Corner,16,15984
13152,Desk Lamp,3399.0,Home Goods,2021-01-12,1353.7975,Housewares,7,23793
13153,Science Textbook,1299.0,Books,2021-01-13,1349.233929,Reading Corner,10,12990
13154,Blanket,3599.0,Home Goods,2021-01-14,1320.918029,Housewares,19,68381
13155,Sweater,999.0,Clothing,2021-01-15,142.7487425,Apparel Section,8,7992
13156,Computer,,Electronics,2021-01-16,1686.716634,Tech Zone,8,8
13157,Headphones,,Electronics,2021-01-17,752.6121471,Tech Zone,4,4
13158,Desk Lamp,1199.0,Home Goods,2021-01-18,1264.64123,Housewares,17,20383
13159,Headphones,1199.0,Electronics,2021-01-19,506.7149272,Tech Zone,6,7194
13160,Cookbook,999.0,Books,2021-01-20,1627.903994,Reading Corner,3,2997
13161,Novel,,Books,2021-01-21,835.8855527,Reading Corner,12,12
13162,Blanket,1599.0,Home Goods,2021-01-22,1030.906977,Housewares,15,23985
13163,Smartphone,1599.0,Electronics,2021-01-23,231.5340822,Tech Zone,8,12792
13164,Computer,1599.0,Electronics,2021-01-24,1686.069033,Tech Zone,2,3198
13165,Headphones,1599.0,Electronics,2021-01-25,1219.655773,Tech Zone,3,4797
13166,Desk Lamp,1599.0,Home Goods,2021-01-26,1433.76233,Housewares,9,14391
13167,Science Textbook,1199.0,Books,2021-01-27,367.9150886,Reading Corner,5,5995
13168,Sweater,666.0,Clothing,2021-01-28,1792.623791,Apparel Section,4,2664
13169,History Book,1798.0,Books,2021-01-29,698.5548272,Reading Corner,10,17980
13170,Cushion,1499.0,Home Goods,2021-01-30,107.098767,Housewares,2,2998
13171,Camera,1899.0,Electronics,2021-01-31,1667.437097,Tech Zone,2,3798
13172,Camera,1899.0,Electronics,2021-02-01,501.9738882,Tech Zone,14,26586
13173,Dress,1499.0,Clothing,2021-02-02,675.1345517,Apparel Section,17,25483
13174,Cookbook,1899.0,Books,2021-02-03,1776.790989,Reading Corner,1,1899
13175,History Book,1499.0,Books,2021-02-04,832.8004663,Reading Corner,6,8994
13176,Jeans,1899.0,Clothing,2021-02-05,1664.981024,Apparel Section,15,28485
13177,Mirror,1899.0,Home Goods,2021-02-06,1469.802213,Housewares,8,15192
13178,Sweater,1899.0,Clothing,2021-02-07,197.9322272,Apparel Section,14,26586
13179,Dress,1899.0,Clothing,2021-02-08,1151.536748,Apparel Section,7,13293
13180,Blanket,1899.0,Home Goods,2021-02-09,1315.298599,Housewares,14,26586
13181,History Book,1499.0,Books,2021-02-10,1463.83992,Reading Corner,10,14990
13182,Desk Lamp,1899.0,Home Goods,2021-02-11,1313.152354,Housewares,10,18990
13183,History Book,1899.0,Books,2021-02-12,662.3245048,Reading Corner,6,11394
13184,Cushion,1499.0,Home Goods,2021-02-13,840.1828809,Housewares,2,2998
13185,Smartphone,899.0,Electronics,2021-02-14,1036.199267,Tech Zone,5,4495
13186,Smartphone,1499.0,Electronics,2021-02-15,644.3965755,Tech Zone,15,22485
13187,Jeans,1798.0,Clothing,2021-02-16,181.9948318,Apparel Section,4,7192
13188,Headphones,1499.0,Electronics,2021-02-17,1538.491006,Tech Zone,9,13491
13189,T-shirt,1899.0,Clothing,2021-02-18,1618.942547,Apparel Section,11,20889
13190,Cookbook,1899.0,Books,2021-02-19,344.0322428,Reading Corner,12,22788
13191,Dress,699.0,Clothing,2021-02-20,629.7103431,Apparel Section,5,3495
13192,Headphones,1899.0,Electronics,2021-02-21,1494.378183,Tech Zone,18,34182
13193,Novel,1798.0,Books,2021-02-22,1391.684397,Reading Corner,7,12586
13194,Sweater,1499.0,Clothing,2021-02-23,819.4315448,Apparel Section,5,7495
13195,Smartphone,1798.0,Electronics,2021-02-24,784.2037747,Tech Zone,11,19778
13196,Mirror,1499.0,Home Goods,2021-02-25,1043.628912,Housewares,5,7495
13197,Mirror,1899.0,Home Goods,2021-02-26,689.047617,Housewares,5,9495
13198,Blanket,1899.0,Home Goods,2021-02-27,474.3598056,Housewares,1,1899
13199,Headphones,1499.0,Electronics,2021-02-28,842.2929719,Tech Zone,19,28481
13200,Cookbook,1499.0,Books,2021-03-01,690.8042648,Reading Corner,7,10493
13201,History Book,699.0,Books,2021-03-02,1312.344415,Reading Corner,16,11184
13202,Desk Lamp,1899.0,Home Goods,2021-03-03,619.4523535,Housewares,3,5697
13203,Cookbook,1899.0,Books,2021-03-04,803.1097662,Reading Corner,9,17091
13204,Headphones,1499.0,Electronics,2021-03-05,536.0688617,Tech Zone,10,14990
13205,Desk Lamp,1499.0,Home Goods,2021-03-06,156.2430389,Housewares,13,19487
13206,Jeans,1499.0,Clothing,2021-03-07,129.569356,Apparel Section,15,22485
13207,Novel,899.0,Books,2021-03-08,490.3962705,Reading Corner,10,8990
13208,Jeans,899.0,Clothing,2021-03-09,1069.334476,Apparel Section,10,8990
13209,Desk Lamp,1798.0,Home Goods,2021-03-10,591.419174,Housewares,18,32364
13210,Camera,1899.0,Electronics,2021-03-11,573.9404306,Tech Zone,2,3798
13211,History Book,1199.0,Books,2021-03-12,957.0398379,Reading Corner,16,19184
13212,Smartphone,1499.0,Electronics,2021-03-13,1788.765614,Tech Zone,17,25483
13213,Camera,999.0,Electronics,2021-03-14,751.226533,Tech Zone,15,14985
13214,Blanket,1899.0,Home Goods,2021-03-15,839.666255,Housewares,17,32283
13215,Sweater,1899.0,Clothing,2021-03-16,1009.393713,Apparel Section,2,3798
13216,Science Textbook,1899.0,Books,2021-03-17,1849.922676,Reading Corner,14,26586
13217,History Book,1499.0,Books,2021-03-18,1193.140875,Reading Corner,2,2998
13218,Sweater,1899.0,Clothing,2021-03-19,1426.831147,Apparel Section,1,1899
13219,History Book,1899.0,Books,2021-03-20,861.6446236,Reading Corner,3,5697
13220,Jeans,1499.0,Clothing,2021-03-21,931.7434741,Apparel Section,17,25483
13221,Blanket,1499.0,Home Goods,2021-03-22,314.9460322,Housewares,1,1499
13222,History Book,1499.0,Books,2021-03-23,1218.862245,Reading Corner,1,1499
13223,History Book,1899.0,Books,2021-03-24,928.8368984,Reading Corner,3,5697
13224,Blanket,1899.0,Home Goods,2021-03-25,992.5903608,Housewares,5,9495
13225,Cookbook,1499.0,Books,2021-03-26,1361.42544,Reading Corner,15,22485
13226,Dress,1899.0,Clothing,2021-03-27,491.6530466,Apparel Section,11,20889
13227,Mirror,1499.0,Home Goods,2021-03-28,875.6614603,Housewares,10,14990
13228,Computer,1499.0,Electronics,2021-03-29,1593.567636,Tech Zone,3,4497
13229,Smartphone,899.0,Electronics,2021-03-30,713.0314375,Tech Zone,1,899
13230,Sweater,1499.0,Clothing,2021-03-31,701.5351143,Apparel Section,14,20986
13231,Smartphone,1899.0,Electronics,2021-04-01,1693.756867,Tech Zone,7,13293
13232,Science Textbook,1798.0,Books,2021-04-02,1258.214537,Reading Corner,3,5394
13233,History Book,1899.0,Books,2021-04-03,937.5634086,Reading Corner,1,1899
13234,T-shirt,1899.0,Clothing,2021-04-04,1259.595176,Apparel Section,15,28485
13235,Blanket,1899.0,Home Goods,2021-04-05,1099.773261,Housewares,11,20889
13236,Computer,1899.0,Electronics,2021-04-06,1071.07556,Tech Zone,16,30384
13237,Sweater,1499.0,Clothing,2021-04-07,1515.627506,Apparel Section,9,13491
13238,Cookbook,1499.0,Books,2021-04-08,883.8863323,Reading Corner,7,10493
13239,Dress,1499.0,Clothing,2021-04-09,303.0416296,Apparel Section,17,25483
13240,Smartphone,1499.0,Electronics,2021-04-10,257.7596601,Tech Zone,8,11992
13241,Cushion,1499.0,Home Goods,2021-04-11,1029.39722,Housewares,9,13491
13242,Cushion,1499.0,Home Goods,2021-04-12,695.8255849,Housewares,2,2998
13243,Jeans,1899.0,Clothing,2021-04-13,1256.153074,Apparel Section,9,17091
13244,Mirror,1899.0,Home Goods,2021-04-14,1424.088529,Housewares,19,36081
13245,Camera,1499.0,Electronics,2021-04-15,1613.30529,Tech Zone,7,10493
13246,Camera,1899.0,Electronics,2021-04-16,1319.478691,Tech Zone,3,5697
13247,Camera,1499.0,Electronics,2021-04-17,735.3251949,Tech Zone,13,19487
13248,Smartphone,1899.0,Electronics,2021-04-18,1595.630865,Tech Zone,6,11394
13249,Cushion,1899.0,Home Goods,2021-04-19,1821.961091,Housewares,7,13293
13250,Dress,1899.0,Clothing,2021-04-20,1520.476815,Apparel Section,15,28485
13251,Cushion,1899.0,Home Goods,2021-04-21,1414.828857,Housewares,12,22788
13252,Jeans,1899.0,Clothing,2021-04-22,159.3842145,Apparel Section,7,13293
13253,Computer,1899.0,Electronics,2021-04-23,760.1138397,Tech Zone,18,34182
13254,Science Textbook,1499.0,Books,2021-04-24,402.1987229,Reading Corner,3,4497
13255,Science Textbook,1499.0,Books,2021-04-25,1466.582079,Reading Corner,11,16489
13256,Headphones,699.0,Electronics,2021-04-26,539.7319871,Tech Zone,10,6990
13257,Dress,1899.0,Clothing,2021-04-27,715.8295991,Apparel Section,13,24687
13258,Dress,1899.0,Clothing,2021-04-28,1420.900665,Apparel Section,5,9495
13259,T-shirt,1499.0,Clothing,2021-04-29,519.6314007,Apparel Section,9,13491
13260,Cushion,1499.0,Home Goods,2021-04-30,515.3636925,Housewares,12,17988
13261,Cookbook,1499.0,Books,2021-05-01,1588.963847,Reading Corner,13,19487
13262,Cushion,1899.0,Home Goods,2021-05-02,129.1256257,Housewares,13,24687
13263,Cookbook,1899.0,Books,2021-05-03,1375.245265,Reading Corner,2,3798
13264,Computer,1899.0,Electronics,2021-05-04,816.9567387,Tech Zone,12,22788
13265,Cookbook,1499.0,Books,2021-05-05,339.1250582,Reading Corner,9,13491
13266,Mirror,1899.0,Home Goods,2021-05-06,303.6442533,Housewares,8,15192
13267,Desk Lamp,1899.0,Home Goods,2021-05-07,1663.305833,Housewares,1,1899
13268,Camera,1499.0,Electronics,2021-05-08,945.7723005,Tech Zone,9,13491
13269,History Book,1899.0,Books,2021-05-09,785.1874314,Reading Corner,2,3798
13270,Camera,1899.0,Electronics,2021-05-10,922.1751534,Tech Zone,15,28485
13271,Blanket,1499.0,Home Goods,2021-05-11,1343.844486,Housewares,19,28481
13272,Science Textbook,1499.0,Books,2021-05-12,201.4469691,Reading Corner,19,28481
13273,Blanket,1899.0,Home Goods,2021-05-13,1444.682304,Housewares,11,20889
13274,Sweater,1899.0,Clothing,2021-05-14,1472.798747,Apparel Section,1,1899
13275,Desk Lamp,1499.0,Home Goods,2021-05-15,957.1306398,Housewares,15,22485
13276,Computer,1499.0,Electronics,2021-05-16,250.985944,Tech Zone,3,4497
13277,Desk Lamp,1899.0,Home Goods,2021-05-17,694.3350475,Housewares,6,11394
13278,Desk Lamp,1499.0,Home Goods,2021-05-18,237.2369808,Housewares,9,13491
13279,Smartphone,1899.0,Electronics,2021-05-19,460.1453093,Tech Zone,13,24687
13280,Science Textbook,899.0,Books,2021-05-20,1682.215795,Reading Corner,13,11687
13281,Camera,1499.0,Electronics,2021-05-21,695.7639651,Tech Zone,7,10493
13282,Headphones,1499.0,Electronics,2021-05-22,813.7246536,Tech Zone,9,13491
13283,Sweater,699.0,Clothing,2021-05-23,380.6975985,Apparel Section,6,4194
13284,Science Textbook,1899.0,Books,2021-05-24,1814.422122,Reading Corner,10,18990
13285,Mirror,1899.0,Home Goods,2021-05-25,938.450414,Housewares,13,24687
13286,Mirror,1499.0,Home Goods,2021-05-26,1568.463888,Housewares,2,2998
13287,Camera,1499.0,Electronics,2021-05-27,1003.07621,Tech Zone,11,16489
13288,Mirror,1499.0,Home Goods,2021-05-28,1770.686591,Housewares,18,26982
13289,Science Textbook,1499.0,Books,2021-05-29,1365.959874,Reading Corner,3,4497
13290,Science Textbook,1899.0,Books,2021-05-30,1645.567188,Reading Corner,2,3798
13291,Jeans,1899.0,Clothing,2021-05-31,124.5148393,Apparel Section,2,3798
13292,Dress,1899.0,Clothing,2021-06-01,598.4335056,Apparel Section,19,36081
13293,Desk Lamp,1499.0,Home Goods,2021-06-02,1209.964788,Housewares,10,14990
13294,Jeans,1499.0,Clothing,2021-06-03,646.6194308,Apparel Section,19,28481
13295,History Book,1499.0,Books,2021-06-04,922.3562638,Reading Corner,19,28481
13296,Novel,1899.0,Books,2021-06-05,1487.832523,Reading Corner,15,28485
13297,Cookbook,999.0,Books,2021-06-06,805.0261545,Reading Corner,3,2997
13298,Novel,1499.0,Books,2021-06-07,1029.248291,Reading Corner,1,1499
13299,T-shirt,1499.0,Clothing,2021-06-08,649.5197983,Apparel Section,7,10493
13300,Mirror,1499.0,Home Goods,2021-06-09,1136.556791,Housewares,3,4497
13301,Cushion,1499.0,Home Goods,2021-06-10,456.4072612,Housewares,17,25483
13302,Mirror,1899.0,Home Goods,2021-06-11,295.5392027,Housewares,8,15192
13303,Jeans,1899.0,Clothing,2021-06-12,860.4166647,Apparel Section,13,24687
13304,Novel,1499.0,Books,2021-06-13,553.9125679,Reading Corner,17,25483
13305,Desk Lamp,1499.0,Home Goods,2021-06-14,483.5185897,Housewares,13,19487
13306,Headphones,1499.0,Electronics,2021-06-15,888.7295309,Tech Zone,9,13491
13307,Desk Lamp,1499.0,Home Goods,2021-06-16,992.6228102,Housewares,14,20986
13308,Smartphone,1499.0,Electronics,2021-06-17,557.18933,Tech Zone,11,16489
13309,Headphones,1499.0,Electronics,2021-06-18,1074.116556,Tech Zone,16,23984
13310,Science Textbook,1499.0,Books,2021-06-19,524.6017944,Reading Corner,8,11992
13311,Computer,1499.0,Electronics,2021-06-20,689.7417278,Tech Zone,11,16489
13312,T-shirt,1499.0,Clothing,2021-06-21,499.8061766,Apparel Section,13,19487
13313,Science Textbook,1499.0,Books,2021-06-22,845.0969847,Reading Corner,18,26982
13314,Blanket,1499.0,Home Goods,2021-06-23,200.8814512,Housewares,16,23984
13315,T-shirt,1499.0,Clothing,2021-06-24,615.6367506,Apparel Section,19,28481
13316,Sweater,1499.0,Clothing,2021-06-25,1698.881358,Apparel Section,14,20986
13317,Dress,1499.0,Clothing,2021-06-26,1244.556238,Apparel Section,3,4497
